brand,model,ram_gb,storage_gb,condition,battery_health,age_years,original_price,resale_price
OnePlus,OnePlus Nord 3 5G,8,128,Fair,52,3,30999,6770
Realme,Realme Narzo 60 5G,8,128,Like New,59,4,17999,5734
iQOO,iQOO Z9 5G,8,128,Fair,85,1,19999,9179
iQOO,iQOO 12 5G,12,256,Poor,54,4,52999,7727
Vivo,Vivo Y27 5G,6,128,Good,53,4,12999,3100
Redmi,Redmi K50i 5G,6,128,Like New,82,1,21999,14611
Redmi,Redmi Note 13 5G,6,128,Good,100,2,16999,10199
Samsung,Galaxy M14 5G,6,128,Fair,67,4,12499,3014
Apple,iPhone 15,6,128,Poor,99,3,79900,24916
Infinix,Note 40 Pro 5G,8,256,Like New,69,3,21999,9562
Motorola,Motorola Razr 40,8,256,Fair,75,1,59999,24299
iQOO,iQOO Z7 5G,6,128,Good,82,4,14999,5534
Vivo,Vivo X100 Pro 5G,16,512,Like New,68,3,89999,38555
Vivo,Vivo Y17s,4,128,Poor,78,1,10499,3316
Oppo,OPPO Reno 11 Pro 5G,12,256,Fair,69,2,39999,13247
Apple,iPhone 13 Mini,4,128,Good,67,4,52999,15979
Infinix,Zero X Pro,8,128,Poor,75,3,21999,5197
Realme,Realme 3i,4,64,Good,91,1,12000,7371
Oppo,OPPO Find N3 Flip,12,256,Fair,50,2,94999,22799
OnePlus,OnePlus Open (Foldable),16,512,Fair,86,1,139999,65015
Oppo,OPPO A38,4,128,Good,77,1,9499,4937
Oppo,OPPO A17,4,64,Poor,77,4,9999,2078
Apple,iPhone 14 Plus,6,128,Fair,95,4,74999,25649
Motorola,Motorola G24 Power,4,128,Poor,88,1,8999,3207
Redmi,POCO X6 Pro 5G,8,256,Like New,66,4,26999,9622
Vivo,Vivo V30 Pro 5G,8,256,Fair,95,1,41999,21545
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Good,66,4,54999,16334
Apple,iPhone 12 Mini,4,64,Like New,55,2,42999,17027
Redmi,POCO C65,4,128,Good,87,3,7499,3425
Redmi,POCO X5 Pro 5G,6,128,Good,55,3,20999,6063
Infinix,Note 11S,6,128,Good,79,3,10999,4561
OnePlus,OnePlus Nord CE 4 5G,8,128,Poor,73,1,24999,7390
OnePlus,OnePlus 12R,8,128,Like New,68,3,39999,17135
iQOO,iQOO 12 5G,12,256,Like New,60,1,52999,25757
Realme,Realme 11 5G,8,128,Poor,59,1,14999,3584
OnePlus,OnePlus Nord CE 3 5G,8,128,Poor,60,4,26999,4373
OnePlus,OnePlus Nord 3 5G,8,128,Good,79,4,30999,11020
Vivo,Vivo Y17s,4,128,Poor,78,2,10499,2948
Oppo,OPPO A17,4,64,Like New,83,2,9999,5975
Samsung,Galaxy M14 5G,6,128,Fair,97,4,12499,4364
iQOO,iQOO 12 5G,12,256,Like New,99,2,52999,37777
Infinix,Smart 7,4,64,Good,98,2,7299,4291
iQOO,iQOO Z9x 5G,4,128,Like New,63,4,12999,4422
Infinix,Smart 7,4,64,Fair,66,4,7299,1734
Apple,iPhone 15,6,128,Good,97,2,79900,46501
Realme,Realme 10,8,128,Poor,87,1,12999,4580
Samsung,Galaxy M04,4,64,Like New,76,1,7999,4924
Infinix,Hot 30i,4,128,Like New,80,2,8499,4895
Vivo,Vivo V29 5G,8,128,Poor,81,3,31999,8164
OnePlus,OnePlus 11R 5G,8,128,Like New,54,2,37999,14774
Realme,Realme Narzo 50,6,128,Like New,64,2,11999,5529
iQOO,iQOO Z9x 5G,4,128,Like New,88,2,12999,8236
Redmi,Xiaomi 14 Ultra,12,512,Like New,60,4,99999,32399
OnePlus,OnePlus Nord CE 4 5G,8,128,Poor,55,1,24999,5568
OnePlus,OnePlus Open (Foldable),16,512,Fair,58,1,139999,43847
Motorola,Motorola G32,4,64,Fair,56,1,9999,3023
Realme,Realme Narzo 20,4,64,Poor,58,3,10499,1918
Samsung,Galaxy M55 5G,8,128,Good,93,2,26999,15065
Apple,iPhone 13,4,128,Like New,59,4,59900,19084
Apple,iPhone 12 Mini,4,64,Fair,51,2,42999,10526
Samsung,Galaxy Z Flip 5,8,256,Like New,57,1,89999,41552
Motorola,Motorola G62 5G,6,128,Poor,97,2,11999,4190
Redmi,Xiaomi Pad 6 (tablet),8,128,Fair,73,1,26999,10643
Samsung,Galaxy M13,4,64,Poor,83,1,9499,3193
Redmi,Xiaomi Pad 6 (tablet),8,128,Poor,56,4,26999,4082
Motorola,Motorola Edge 50 Ultra,12,512,Poor,86,4,59999,13931
Motorola,Motorola Edge 30 Ultra,12,256,Like New,72,3,49999,22679
Motorola,Motorola Edge 40 Neo,8,128,Like New,50,3,20999,6614
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Fair,59,2,17999,5097
Infinix,Hot 30i,4,128,Fair,99,1,8499,4543
Infinix,Smart 8 HD,2,64,Good,50,2,5999,1799
Vivo,Vivo Y18,4,64,Good,84,2,8999,4535
Vivo,Vivo V30 Pro 5G,8,256,Fair,84,1,41999,19050
Oppo,OPPO F25 Pro 5G,8,128,Like New,69,2,23999,11922
Oppo,OPPO A17k,3,64,Like New,66,4,7999,2850
Oppo,OPPO A79 5G,8,128,Fair,52,2,17999,4492
Motorola,Motorola G85 5G,8,128,Good,81,4,17999,6560
Vivo,Vivo V29 5G,8,128,Fair,81,1,31999,13996
Vivo,Vivo X100 Pro 5G,16,512,Good,69,1,89999,41917
Realme,Realme Narzo 50A Prime,4,64,Good,62,2,8999,3347
Motorola,Motorola G73 5G,8,128,Good,89,3,16999,7942
Samsung,Galaxy F15 5G,6,128,Fair,54,1,12999,3790
Vivo,Vivo Y28 5G,4,128,Good,86,1,13999,8126
Oppo,OPPO A79 5G,8,128,Fair,70,3,17999,5291
OnePlus,OnePlus Open (Foldable),16,512,Good,52,3,139999,38219
Redmi,Redmi Note 13 5G,6,128,Fair,84,4,16999,5140
Realme,Realme Narzo 10,4,128,Poor,76,2,9999,2735
Samsung,Galaxy S24+,12,256,Fair,68,1,99999,36719
Realme,Realme Narzo 50A Prime,4,64,Poor,84,3,8999,2381
Apple,iPhone 15 Pro (512GB),8,512,Like New,84,3,149900,79327
Realme,Realme 11x 5G,6,128,Like New,51,2,12999,4773
Samsung,Galaxy A23 5G,6,128,Poor,76,2,18999,5198
Realme,Realme 11x 5G,6,128,Poor,80,4,12999,2807
Infinix,Smart 8 Plus,4,128,Poor,78,2,7999,2246
Infinix,Zero 30 (4G),8,256,Like New,70,2,13999,7055
Samsung,Galaxy S24,8,256,Poor,94,4,79999,20303
Infinix,Note 11S,6,128,Like New,50,1,10999,4454
Infinix,GT 20 Pro,8,256,Good,58,4,24999,6524
Redmi,Redmi 12,4,128,Poor,67,1,9999,2713
OnePlus,OnePlus Nord CE 4 5G,8,128,Good,72,4,24999,8099
Oppo,OPPO Reno 11 Pro 5G,12,256,Fair,92,4,39999,13247
Oppo,OPPO A78 5G,8,128,Good,60,3,14999,4724
Oppo,OPPO A59 5G,4,128,Fair,76,3,12999,4149
Redmi,POCO M6 Pro 5G,4,128,Poor,89,4,10999,2643
Redmi,Xiaomi Pad 6 (tablet),8,128,Fair,77,3,26999,8731
Motorola,Motorola Edge 40 Neo,8,128,Good,95,2,20999,11969
iQOO,iQOO Neo 9 Pro,8,128,Fair,64,3,35999,9676
Vivo,Vivo Y18,4,64,Good,52,4,8999,2105
Redmi,Xiaomi 14 Civi,8,256,Poor,56,3,42999,7585
Infinix,Zero 30 (4G),8,256,Fair,91,2,13999,6114
Realme,Realme Narzo N65 5G,4,128,Like New,91,4,11499,5650
Redmi,Xiaomi 14,12,256,Like New,52,2,69999,26207
OnePlus,OnePlus Open (Foldable),16,512,Like New,70,1,139999,79379
Samsung,Galaxy M14 5G,6,128,Poor,66,4,12499,2227
Motorola,Motorola G24 Power,4,128,Fair,65,3,8999,2456
Oppo,OPPO F21 Pro 5G,8,128,Like New,66,3,24999,10394
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Like New,71,1,39900,22946
Infinix,Smart 7,4,64,Fair,91,2,7299,3188
OnePlus,OnePlus 12,12,256,Poor,50,4,64999,8774
Infinix,Hot 30,4,64,Like New,58,3,9499,3470
Apple,iPhone 12,4,64,Fair,92,1,49999,24839
Vivo,Vivo T3 5G,8,128,Like New,58,4,17999,5637
Redmi,POCO X6 5G,8,256,Poor,76,3,21999,5266
iQOO,iQOO Neo 9 Pro,8,128,Poor,54,3,35999,6123
OnePlus,OnePlus 12,12,256,Fair,64,2,64999,19967
OnePlus,OnePlus 11R 5G,8,128,Good,73,4,37999,12482
Motorola,Motorola Edge 40,8,128,Poor,59,2,26999,5734
Redmi,Redmi 13C,4,128,Good,81,4,8499,3097
Realme,Realme 11 5G,8,128,Fair,50,1,14999,4049
Motorola,Motorola G64 5G,6,128,Poor,78,1,13999,4422
Apple,iPhone 12 Mini,4,64,Fair,57,1,42999,13235
Samsung,Galaxy Z Flip 5,8,256,Fair,99,4,89999,32075
Realme,Realme Narzo 60 Pro 5G,12,256,Fair,94,4,23999,8121
iQOO,iQOO Z9 5G,8,128,Fair,93,1,19999,10043
Motorola,Motorola Edge 50 Pro,8,256,Like New,70,3,31999,14111
Oppo,OPPO Reno 10 Pro 5G,12,256,Like New,67,2,39999,19295
Infinix,Zero 5G 2023,8,128,Like New,96,2,14999,10367
Redmi,Redmi A3,3,64,Good,84,3,6999,3086
iQOO,iQOO Z9 5G,8,128,Fair,96,4,19999,6911
iQOO,iQOO Neo 9 Pro,8,128,Poor,50,2,35999,6479
iQOO,iQOO Neo 9 Pro,8,128,Poor,67,3,35999,7597
Vivo,Vivo Y18e,4,64,Good,87,2,7999,4175
Motorola,Motorola G24,4,128,Fair,58,4,8499,1774
Vivo,Vivo Y18,4,64,Fair,57,2,8999,2462
Infinix,Zero 5G 2023,8,128,Poor,100,4,14999,4049
Motorola,Motorola Edge 40 Neo,8,128,Good,77,4,20999,7276
iQOO,iQOO Neo 9 Pro,8,128,Like New,53,3,35999,12020
Vivo,Vivo V30 Pro 5G,8,256,Poor,56,1,41999,9525
Realme,Realme 11 5G,8,128,Good,68,3,14999,5354
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,61,3,17999,5764
Vivo,Vivo Y27 5G,6,128,Fair,62,3,12999,3384
Redmi,Xiaomi Pad 6 (tablet),8,128,Good,53,2,26999,8585
Motorola,Motorola E14 (expected),4,64,Poor,69,1,7999,2235
Apple,iPhone 15 Pro Max (1TB),8,1024,Like New,63,4,199900,68005
iQOO,iQOO Neo 9 Pro,8,128,Good,72,2,35999,15551
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Like New,79,2,17999,10237
Infinix,Zero X Pro,8,128,Like New,67,2,21999,10612
Realme,Realme Narzo N53,6,128,Poor,77,4,10999,2286
Apple,iPhone 14 Plus,6,128,Poor,78,1,74999,23692
Samsung,Galaxy M04,4,64,Poor,99,4,7999,2138
iQOO,iQOO Z9x 5G,4,128,Poor,84,1,12999,4422
Samsung,Galaxy M14 5G,6,128,Like New,85,1,12499,8605
Realme,Realme Narzo N55,6,128,Like New,93,2,10999,7364
Motorola,Motorola Edge 40 Neo,8,128,Good,77,1,20999,10914
Vivo,Vivo V30 Pro 5G,8,256,Like New,57,2,41999,17236
Realme,Realme C53,6,128,Poor,92,4,10999,2732
Motorola,Motorola G13,4,64,Poor,70,2,7999,2015
Oppo,OPPO A79 5G,8,128,Fair,61,4,17999,3952
Oppo,OPPO Reno 10 Pro 5G,12,256,Like New,57,3,39999,14363
Motorola,Motorola G24 Power,4,128,Poor,75,2,8999,2429
Oppo,OPPO A78 5G,8,128,Fair,91,2,14999,6551
Samsung,Galaxy F14 5G,4,128,Good,52,2,10999,3431
Vivo,Vivo V30 5G,8,128,Like New,56,3,33999,11994
Motorola,Motorola G32,4,64,Poor,51,1,9999,2065
Vivo,Vivo V30 Pro 5G,8,256,Poor,87,2,41999,13154
Apple,iPhone 13 Mini,4,128,Poor,82,3,52999,13689
Motorola,Motorola G64 5G,6,128,Like New,81,4,13999,6123
OnePlus,OnePlus 11 5G,8,128,Fair,83,4,56999,17031
Redmi,Redmi A3,3,64,Good,50,1,6999,2362
Redmi,Redmi 13C 5G,4,128,Good,70,3,9999,3674
Oppo,OPPO Reno 11 5G,8,128,Poor,85,1,27999,9638
Samsung,Galaxy F15 5G,6,128,Good,77,4,12999,4504
Motorola,Motorola E14 (expected),4,64,Fair,67,2,7999,2572
Samsung,Galaxy F15 5G,6,128,Like New,70,3,12999,5732
Vivo,Vivo Y17s,4,128,Like New,59,1,10499,5017
Oppo,OPPO A17,4,64,Good,92,3,9999,4829
Realme,Realme C51,4,64,Good,52,2,7999,2495
Vivo,Vivo V30 5G,8,128,Fair,67,3,33999,9567
Infinix,Note 40 Pro 5G,8,256,Fair,100,2,21999,10559
Infinix,Zero 30 (4G),8,256,Like New,92,4,13999,6954
Motorola,Motorola G14,4,128,Poor,59,3,8499,1579
Vivo,Vivo Y28 5G,4,128,Fair,78,1,13999,5896
Vivo,Vivo V30 5G,8,128,Poor,84,3,33999,8996
Motorola,Motorola G54 5G,8,128,Like New,86,1,12999,9055
Vivo,Vivo Y16,3,64,Fair,52,4,8999,1684
Infinix,Smart 8 HD,2,64,Like New,92,4,5999,2980
Infinix,Hot 40i,8,128,Like New,90,3,8499,4818
iQOO,iQOO Z9 5G,8,128,Good,86,3,19999,9029
Vivo,Vivo V30 Pro 5G,8,256,Good,80,4,41999,15119
iQOO,iQOO 12 5G,12,256,Poor,72,2,52999,13737
Vivo,Vivo Y200 5G,8,128,Fair,53,2,21999,5596
Motorola,Motorola Edge 50 Ultra,12,512,Good,69,4,59999,18629
Vivo,Vivo Y17s,4,128,Fair,79,4,10499,2985
Motorola,Motorola Razr 40 Ultra,8,256,Good,61,2,79999,29279
iQOO,iQOO Z9x 5G,4,128,Poor,59,3,12999,2415
Infinix,Zero Ultra,8,256,Fair,86,1,29999,13931
Apple,iPhone 14 (256GB),6,256,Fair,95,3,79999,31919
OnePlus,OnePlus 11R 5G,8,128,Like New,68,1,37999,20929
Redmi,Redmi K50i 5G,6,128,Poor,100,3,21999,6929
Motorola,Motorola G14,4,128,Fair,63,4,8499,1927
Oppo,OPPO Find N3 Flip,12,256,Poor,99,2,94999,33857
OnePlus,OnePlus 11R 5G,8,128,Poor,98,1,37999,15081
Oppo,OPPO A18,4,64,Poor,96,3,8999,2721
Vivo,Vivo Y18,4,64,Poor,78,1,8999,2842
Apple,iPhone 13,4,128,Like New,88,3,59900,33208
Redmi,Redmi 12 5G,4,128,Good,88,4,11999,4751
Infinix,GT 20 Pro,8,256,Like New,86,3,24999,13544
Oppo,OPPO F21 Pro,8,128,Poor,60,3,22999,4346
Redmi,Redmi K50i 5G,6,128,Poor,71,3,21999,4920
Redmi,POCO X5 Pro 5G,6,128,Good,64,1,20999,9071
OnePlus,OnePlus Nord CE 3 Lite 5G,8,128,Good,52,4,17999,4211
Apple,iPhone 14 (256GB),6,256,Like New,85,1,79999,55079
Redmi,POCO X6 5G,8,256,Poor,84,3,21999,5820
Realme,Realme C53,6,128,Good,67,1,10999,4974
iQOO,iQOO Z7 5G,6,128,Like New,67,4,14999,5426
Apple,iPhone 14 (256GB),6,256,Like New,51,4,79999,22031
Redmi,Redmi Note 13 5G,6,128,Like New,89,4,16999,8169
Realme,Realme 11x 5G,6,128,Poor,97,1,12999,5106
Infinix,Hot 20 5G,4,64,Fair,96,4,11499,3974
Samsung,Galaxy S24+,12,256,Fair,69,1,99999,37259
Vivo,Vivo Y200e 5G,6,128,Like New,50,2,17999,6479
OnePlus,OnePlus 10R 5G,8,128,Fair,78,1,32999,13899
Samsung,Galaxy Z Fold 5,12,256,Like New,97,2,154999,108251
Motorola,Motorola E14 (expected),4,64,Like New,60,1,7999,3887
Oppo,OPPO A17k,3,64,Poor,97,3,7999,2444
Redmi,Redmi A3,3,64,Poor,84,2,6999,2116
Apple,iPhone 14,6,128,Fair,79,2,69999,26543
Vivo,Vivo X100 Pro 5G,16,512,Good,58,2,89999,31319
iQOO,iQOO Neo 9 Pro,8,128,Poor,82,2,35999,10626
Redmi,Xiaomi 14 Civi,8,256,Fair,72,4,42999,11145
Apple,iPhone 15 Pro,8,128,Good,76,3,134900,53825
Apple,iPhone 15 Pro Max (1TB),8,1024,Poor,90,2,199900,64767
Apple,iPhone 15,6,128,Fair,82,4,79900,23586
Vivo,Vivo X100 5G,12,256,Fair,98,3,63999,26341
Apple,iPhone 13,4,128,Poor,86,3,59900,16226
Vivo,Vivo V30 5G,8,128,Fair,81,4,33999,9914
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Poor,88,3,39900,11060
Infinix,Hot 30,4,64,Like New,55,2,9499,3761
Infinix,Smart 8 Plus,4,128,Good,86,3,7999,3611
Motorola,Motorola G62 5G,6,128,Fair,90,3,11999,4535
Oppo,OPPO A59 5G,4,128,Fair,85,1,12999,5966
OnePlus,OnePlus Nord N30 SE 5G,4,128,Poor,86,4,13999,3250
Redmi,POCO M6 5G,4,128,Good,99,2,9499,5642
Samsung,Galaxy A04,4,64,Fair,87,3,7499,2740
Apple,iPhone 12 (128GB),4,128,Poor,93,4,54999,13810
Oppo,OPPO F25 Pro 5G,8,128,Poor,83,1,23999,8067
OnePlus,OnePlus 12R,8,128,Like New,90,4,39999,19439
Samsung,Galaxy A35 5G,8,128,Like New,78,3,27999,13758
Oppo,OPPO A78 5G,8,128,Fair,64,2,14999,4607
Samsung,Galaxy A15 5G,6,128,Fair,76,2,14499,5289
Realme,Realme Narzo 50i Prime,3,32,Like New,59,2,7499,3185
Realme,Realme C53,6,128,Like New,91,4,10999,5404
Redmi,Redmi Note 13 5G,6,128,Good,87,3,16999,7764
OnePlus,OnePlus Nord 3 5G,8,128,Like New,55,3,30999,10741
Motorola,Motorola G13,4,64,Fair,51,4,7999,1468
Samsung,Galaxy M04,4,64,Fair,64,3,7999,2150
Oppo,OPPO Reno 10 5G,8,256,Like New,87,3,32999,18086
Redmi,Redmi Note 13 Pro+ 5G,8,256,Good,51,3,31999,8567
Samsung,Galaxy S24 Ultra,12,256,Like New,52,2,129999,48671
Redmi,POCO C65,4,128,Like New,73,4,7499,2956
Samsung,Galaxy M14 5G,6,128,Poor,68,3,12499,2677
Vivo,Vivo Y17s,4,128,Fair,81,2,10499,4082
Motorola,Motorola E14 (expected),4,64,Poor,77,2,7999,2217
Realme,Realme Narzo 50A Prime,4,64,Fair,75,4,8999,2429
Vivo,Vivo X100 Pro 5G,16,512,Fair,75,3,89999,28349
Realme,Realme Narzo 50A Prime,4,64,Fair,53,3,8999,2003
Samsung,Galaxy A04,4,64,Like New,69,4,7499,2794
iQOO,iQOO Z9x 5G,4,128,Good,74,4,12999,4328
Infinix,Zero 30 5G,8,128,Like New,56,3,17999,6350
Samsung,Galaxy F15 5G,6,128,Good,59,3,12999,4026
Vivo,Vivo Y18,4,64,Fair,66,3,8999,2494
Vivo,Vivo V30 Pro 5G,8,256,Good,67,2,41999,16883
Samsung,Galaxy M55 5G,8,128,Like New,50,3,26999,8504
Oppo,OPPO F25 Pro 5G,8,128,Fair,82,2,23999,9446
Vivo,Vivo Y27 5G,6,128,Good,87,1,12999,7633
iQOO,iQOO Z9x 5G,4,128,Fair,71,4,12999,3322
Vivo,Vivo X100 5G,12,256,Fair,68,3,63999,18278
Motorola,Motorola G64 5G,6,128,Fair,96,2,13999,6450
Realme,Realme Narzo 30,6,64,Like New,60,4,10999,3563
Motorola,Motorola E14 (expected),4,64,Like New,76,2,7999,4377
iQOO,iQOO 12 5G,12,256,Good,94,3,52999,26155
Vivo,Vivo V30 5G,8,128,Good,88,1,33999,20195
Samsung,Galaxy S24 Ultra,12,256,Fair,66,1,129999,46331
Samsung,Galaxy F14 5G,4,128,Poor,98,4,10999,2910
Infinix,Note 11S,6,128,Like New,58,3,10999,4019
Redmi,POCO M6 Pro 5G,4,128,Poor,99,1,10999,4410
OnePlus,OnePlus 11R 5G,8,128,Like New,53,1,37999,16312
Realme,Realme Narzo 60 5G,8,128,Poor,81,2,17999,5248
Redmi,POCO M6 Pro 5G,4,128,Good,90,3,10999,5197
Redmi,Xiaomi 14,12,256,Good,71,2,69999,29819
Vivo,Vivo V30 Pro 5G,8,256,Good,84,3,41999,18521
Motorola,Motorola G13,4,64,Poor,63,4,7999,1360
Oppo,OPPO Reno 11 5G,8,128,Like New,58,3,27999,10230
iQOO,iQOO 12 5G,12,256,Good,81,2,52999,25757
Realme,Realme 11 5G,8,128,Good,62,4,14999,4184
Realme,Realme Narzo 50A Prime,4,64,Fair,99,1,8999,4810
Vivo,Vivo Y27 5G,6,128,Good,59,4,12999,3451
Oppo,OPPO A17,4,64,Good,90,2,9999,5399
Motorola,Motorola G73 5G,8,128,Fair,72,4,16999,4406
Samsung,Galaxy F15 5G,6,128,Fair,74,3,12999,4040
OnePlus,OnePlus 12R,8,128,Like New,75,1,39999,24299
Infinix,Zero 30 5G,8,128,Poor,80,2,17999,5183
Redmi,Redmi 12 5G,4,128,Like New,77,3,11999,5820
Samsung,Galaxy F14 5G,4,128,Like New,62,4,10999,3682
Vivo,Vivo Y28 5G,4,128,Poor,67,3,13999,2954
iQOO,iQOO Z7 Pro 5G,8,128,Like New,62,1,23999,12052
Realme,Realme Narzo 10,4,128,Good,85,2,9999,5099
Motorola,Motorola G85 5G,8,128,Poor,86,2,17999,5572
Vivo,Vivo V30 Pro 5G,8,256,Good,64,1,41999,18143
OnePlus,OnePlus Nord CE 3 5G,8,128,Like New,95,4,26999,13850
OnePlus,OnePlus Nord CE 3 5G,8,128,Good,73,4,26999,8869
Oppo,OPPO A77s,6,128,Fair,83,2,12499,4979
Redmi,Xiaomi 14 Civi,8,256,Like New,83,1,42999,28908
OnePlus,OnePlus Nord 3 5G,8,128,Fair,81,3,30999,10545
Apple,iPhone 13 Mini,4,128,Poor,90,1,52999,19318
Motorola,Motorola G13,4,64,Poor,68,3,7999,1713
Redmi,POCO X6 5G,8,256,Like New,61,4,21999,7246
Vivo,Vivo X100 Pro 5G,16,512,Fair,51,2,89999,22031
Realme,Realme Narzo N55,6,128,Like New,53,1,10999,4721
Apple,iPhone 14 Pro Max,6,256,Fair,58,2,127999,35634
Samsung,Galaxy A35 5G,8,128,Fair,90,1,27999,13607
Realme,Realme Narzo N65 5G,4,128,Fair,68,1,11499,4222
Redmi,POCO X6 5G,8,256,Like New,73,3,21999,10117
Infinix,Note 40 Pro 5G,8,256,Poor,76,3,21999,5266
iQOO,iQOO Z7 Pro 5G,8,128,Fair,66,2,23999,7602
Redmi,POCO C65,4,128,Like New,59,4,7499,2389
Oppo,OPPO A59 5G,4,128,Like New,62,3,12999,5077
Apple,iPhone 14 Pro,6,128,Like New,90,3,117999,66905
Apple,iPhone 15 Pro,8,128,Poor,71,1,134900,38790
iQOO,iQOO Neo 9 Pro,8,128,Good,100,2,35999,21599
Vivo,Vivo V30 Pro 5G,8,256,Fair,64,3,41999,11289
Oppo,OPPO A17k,3,64,Fair,89,2,7999,3417
Apple,iPhone 14 Pro,6,128,Fair,64,2,117999,36249
Realme,Realme Narzo 30,6,64,Fair,88,3,10999,4065
Redmi,Redmi Note 13 Pro+ 5G,8,256,Like New,73,2,31999,16818
Motorola,Motorola Edge 40,8,128,Poor,84,1,26999,9185
iQOO,iQOO Neo 9 Pro,8,128,Fair,73,2,35999,12614
Oppo,OPPO A79 5G,8,128,Fair,53,3,17999,4006
Samsung,Galaxy A15 5G,6,128,Good,88,4,14499,5741
OnePlus,OnePlus Open (Foldable),16,512,Poor,92,3,139999,40571
Infinix,Zero 5G,8,128,Good,53,4,13499,3219
Redmi,Redmi 12,4,128,Poor,86,2,9999,3095
Infinix,Smart 8 HD,2,64,Poor,99,2,5999,2138
OnePlus,OnePlus 11 5G,8,128,Like New,85,4,56999,26162
Infinix,Smart 7,4,64,Good,84,1,7299,4138
Realme,Realme 11x 5G,6,128,Good,89,1,12999,7809
Redmi,Xiaomi 14 Ultra,12,512,Like New,90,4,99999,48599
Infinix,Smart 8,4,64,Fair,71,1,6999,2683
Infinix,GT 20 Pro,8,256,Good,65,4,24999,7312
Samsung,Galaxy M13,4,64,Fair,53,2,9499,2416
iQOO,iQOO Z7 5G,6,128,Poor,52,4,14999,2105
Oppo,OPPO Find N3 Flip,12,256,Fair,71,2,94999,32375
Vivo,Vivo X100 5G,12,256,Poor,70,2,63999,16127
iQOO,iQOO Z7 5G,6,128,Poor,78,1,14999,4738
Realme,Realme C53,6,128,Poor,71,3,10999,2459
Apple,iPhone 14 Plus,6,128,Like New,71,3,74999,33547
Realme,Realme Narzo 50A Prime,4,64,Poor,53,1,8999,1931
Motorola,Motorola G24 Power,4,128,Good,75,2,8999,4049
Infinix,Zero X Pro,8,128,Fair,95,2,21999,10031
Apple,iPhone 13 (256GB),4,256,Like New,96,3,69900,42275
Realme,Realme Narzo N65 5G,4,128,Like New,81,2,11499,6706
Motorola,Motorola G24 Power,4,128,Like New,90,2,8999,5831
Realme,Realme Narzo 60x 5G,6,128,Fair,59,3,12999,3221
OnePlus,OnePlus 11R 5G,8,128,Like New,63,1,37999,19390
OnePlus,OnePlus Nord CE 3 5G,8,128,Good,94,3,26999,13324
Infinix,Zero 30 (4G),8,256,Fair,52,2,13999,3494
Vivo,Vivo Y200e 5G,6,128,Fair,55,1,17999,5345
Redmi,Xiaomi 14,12,256,Good,99,4,69999,31184
Apple,iPhone 14 Pro,6,128,Fair,75,4,117999,31859
Redmi,Redmi 13C,4,128,Poor,63,2,8499,1927
Motorola,Motorola Edge 50 Pro,8,256,Like New,51,1,31999,13218
iQOO,iQOO Neo 9 Pro,8,128,Fair,79,4,35999,10238
Realme,Realme C55,6,64,Good,55,4,9999,2474
OnePlus,OnePlus 11R 5G,8,128,Fair,88,3,37999,14044
Apple,"iPhone SE (3rd Gen, 2022)",4,64,Poor,78,4,39900,8402
Redmi,Redmi 13C,4,128,Good,57,3,8499,2543
Motorola,Motorola Edge 30 Ultra,12,256,Like New,72,1,49999,29159
Vivo,Vivo V30 Pro 5G,8,256,Like New,95,2,41999,28727
Motorola,Motorola G62 5G,6,128,Good,58,2,11999,4175
Vivo,Vivo Y18,4,64,Poor,58,3,8999,1644
Apple,iPhone 11,4,64,Good,79,2,39999,18959
Apple,iPhone 12,4,64,Like New,74,3,49999,23309
Apple,iPhone 15 Pro (512GB),8,512,Poor,90,4,149900,36425
Oppo,OPPO Reno 10 Pro+ 5G,12,256,Fair,72,4,54999,14255
Vivo,Vivo T3 5G,8,128,Like New,64,1,17999,9330
iQOO,iQOO Z7 Pro 5G,8,128,Fair,58,4,23999,5010
Apple,iPhone 15 Pro Max (1TB),8,1024,Good,90,2,199900,107946
iQOO,iQOO Z9 5G,8,128,Poor,75,3,19999,4724
iQOO,iQOO Z9 5G,8,128,Poor,90,3,19999,5669
Vivo,Vivo V30 Pro 5G,8,256,Like New,60,1,41999,20411
Oppo,OPPO Reno 11 Pro 5G,12,256,Like New,59,2,39999,16991
Infinix,Zero Ultra,8,256,Fair,100,4,29999,10799
Apple,iPhone 12 Mini,4,64,Good,67,1,42999,19446
Vivo,Vivo Y27 5G,6,128,Fair,95,2,12999,5927
Apple,iPhone 14 Plus,6,128,Like New,96,2,74999,51839
Realme,Realme C53,6,128,Fair,69,1,10999,4098
Apple,iPhone 14 Pro Max (1TB),6,1024,Poor,70,1,169900,48166
Apple,iPhone 12 Mini,4,64,Poor,97,3,42999,13138
Samsung,Galaxy A04e,3,32,Poor,50,4,6499,1000
Apple,iPhone 14,6,128,Poor,74,3,69999,16316
Infinix,GT 20 Pro,8,256,Good,93,1,24999,15693
Realme,Realme C51,4,64,Fair,70,3,7999,2351
Motorola,Motorola E13,2,64,Poor,63,1,6499,1658
Redmi,POCO C65,4,128,Like New,95,3,7499,4488
